# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:phiphi                 4:TPhi               
  629       2.885587625419e-10       2.739955214260e-14       2.555971546935e-15 
  630       2.873148736148e-10       2.724062259557e-14       2.585888829165e-15 
  631       2.860772762721e-10       2.708283713834e-14       2.615799353168e-15 
  632       2.848464216993e-10       2.692619002430e-14       2.645695908557e-15 
  633       2.836227655304e-10       2.677067524923e-14       2.675571203773e-15 
  634       2.824067678640e-10       2.661628655007e-14       2.705417865785e-15 
  635       2.811988932780e-10       2.646301740354e-14       2.735228439788e-15 
  636       2.799996108452e-10       2.631086102484e-14       2.764995388904e-15 
  637       2.788093941489e-10       2.615981036633e-14       2.794711093875e-15 
  638       2.776287212979e-10       2.600985811620e-14       2.824367852765e-15 
  639       2.764580749421e-10       2.586099669715e-14       2.853957880659e-15 
  640       2.752979422876e-10       2.571321826505e-14       2.883473309358e-15 
  641       2.741488151126e-10       2.556651470766e-14       2.912906187077e-15 
  642       2.730111897822e-10       2.542087764328e-14       2.942248478147e-15 
  643       2.718855672639e-10       2.527629841940e-14       2.971492062712e-15 
  644       2.707724531432e-10       2.513276811144e-14       3.000628736424e-15 
  645       2.696723576388e-10       2.499027752139e-14       3.029650210143e-15 
  646       2.685857956179e-10       2.484881717648e-14       3.058548109639e-15 
  647       2.675132866117e-10       2.470837732788e-14       3.087313975283e-15 
  648       2.664553548308e-10       2.456894794936e-14       3.115939261752e-15 
  649       2.654125291802e-10       2.443051873598e-14       3.144415337723e-15 
  650       2.643853432752e-10       2.429307910277e-14       3.172733485572e-15 
  651       2.633743354563e-10       2.415661818339e-14       3.200884901074e-15 
  652       2.623800488051e-10       2.402112482883e-14       3.228860693098e-15 
  653       2.614030311588e-10       2.388658760605e-14       3.256651883309e-15 
  654       2.604438351267e-10       2.375299479672e-14       3.284249405863e-15 
  655       2.595030181045e-10       2.362033439584e-14       3.311644107108e-15 
  656       2.585811422902e-10       2.348859411043e-14       3.338826745278e-15 
  657       2.576787746997e-10       2.335776135825e-14       3.365787990197e-15 
  658       2.567964871815e-10       2.322782326640e-14       3.392518422971e-15 
  659       2.559348564326e-10       2.309876667007e-14       3.419008535692e-15 
  660       2.550944640136e-10       2.297057811119e-14       3.445248731131e-15 
  661       2.542758172873e-10       2.284324572728e-14       3.471230942988e-15 
  662       2.534791102894e-10       2.271676496648e-14       3.496953536450e-15 
  663       2.527044576148e-10       2.259113299594e-14       3.522416515099e-15 
  664       2.519519730109e-10       2.246634682222e-14       3.547619910296e-15 
  665       2.512217693711e-10       2.234240329056e-14       3.572563781317e-15 
  666       2.505139587287e-10       2.221929908398e-14       3.597248215502e-15 
  667       2.498286522506e-10       2.209703072257e-14       3.621673328393e-15 
  668       2.491659602307e-10       2.197559456259e-14       3.645839263881e-15 
  669       2.485259920836e-10       2.185498679575e-14       3.669746194343e-15 
  670       2.479088563388e-10       2.173520344836e-14       3.693394320790e-15 
  671       2.473146606337e-10       2.161624038054e-14       3.716783873007e-15 
  672       2.467435117076e-10       2.149809328542e-14       3.739915109695e-15 
  673       2.461955153955e-10       2.138075768830e-14       3.762788318615e-15 
  674       2.456707766215e-10       2.126422894592e-14       3.785403816732e-15 
  675       2.451693993927e-10       2.114850224557e-14       3.807761950352e-15 
  676       2.446914867927e-10       2.103357260435e-14       3.829863095272e-15 
  677       2.442371409754e-10       2.091943486834e-14       3.851707656916e-15 
  678       2.438064631588e-10       2.080608371179e-14       3.873296070485e-15 
  679       2.433995536182e-10       2.069351363634e-14       3.894628801089e-15 
  680       2.430165116806e-10       2.058171897018e-14       3.915706343902e-15 
  681       2.426574357177e-10       2.047069386730e-14       3.936529224294e-15 
  682       2.423224231401e-10       2.036043230661e-14       3.957097997981e-15 
  683       2.420115703904e-10       2.025092809121e-14       3.977413251162e-15 
  684       2.417249729377e-10       2.014217484755e-14       3.997475600667e-15 
  685       2.414627252703e-10       2.003416602463e-14       4.017285694095e-15 
  686       2.412249208904e-10       1.992689489318e-14       4.036844209960e-15 
  687       2.410116523068e-10       1.982035454489e-14       4.056151857830e-15 
  688       2.408230110293e-10       1.971453789159e-14       4.075209378474e-15 
  689       2.406590875621e-10       1.960943766443e-14       4.094017544001e-15 
  690       2.405199713975e-10       1.950504641311e-14       4.112577158005e-15 
  691       2.404057510095e-10       1.940135650504e-14       4.130889055704e-15 
  692       2.403165138477e-10       1.929836012456e-14       4.148954104089e-15 
  693       2.402523463306e-10       1.919604927212e-14       4.166773202060e-15 
  694       2.402133338399e-10       1.909441576351e-14       4.184347280573e-15 
  695       2.401995607133e-10       1.899345122899e-14       4.201677302779e-15 
  696       2.402111102393e-10       1.889314711256e-14       4.218764264170e-15 
  697       2.402480646496e-10       1.879349467111e-14       4.235609192721e-15 
  698       2.403105051139e-10       1.869448497363e-14       4.252213149031e-15 
  699       2.403985117330e-10       1.859610890039e-14       4.268577226465e-15 
  700       2.405121123260e-10       1.849835838403e-14       4.284702180329e-15 
  701       2.406511276338e-10       1.840123016262e-14       4.300587306616e-15 
  702       2.408153228789e-10       1.830472210318e-14       4.316231540181e-15 
  703       2.410044586608e-10       1.820883196639e-14       4.331633823655e-15 
  704       2.412182909372e-10       1.811355740606e-14       4.346793107493e-15 
  705       2.414565710053e-10       1.801889596870e-14       4.361708350025e-15 
  706       2.417190454827e-10       1.792484509294e-14       4.376378517511e-15 
  707       2.420054562889e-10       1.783140210908e-14       4.390802584192e-15 
  708       2.423155406262e-10       1.773856423859e-14       4.404979532339e-15 
  709       2.426490309610e-10       1.764632859358e-14       4.418908352310e-15 
  710       2.430056550048e-10       1.755469217633e-14       4.432588042596e-15 
  711       2.433851356955e-10       1.746365187875e-14       4.446017609879e-15 
  712       2.437871911786e-10       1.737320448193e-14       4.459196069079e-15 
  713       2.442115347880e-10       1.728334665562e-14       4.472122443408e-15 
  714       2.446578750277e-10       1.719407495769e-14       4.484795764422e-15 
  715       2.451259155526e-10       1.710538583370e-14       4.497215072072e-15 
  716       2.456153551495e-10       1.701727561636e-14       4.509379414758e-15 
  717       2.461258877190e-10       1.692974052500e-14       4.521287849376e-15 
  718       2.466572022556e-10       1.684277666515e-14       4.532939441378e-15 
  719       2.472089828297e-10       1.675638002795e-14       4.544333264814e-15 
  720       2.477809085684e-10       1.667054648973e-14       4.555468402392e-15 
  721       2.483726536368e-10       1.658527181145e-14       4.566343945528e-15 
  722       2.489838872190e-10       1.650055163822e-14       4.576958994392e-15 
  723       2.496142734992e-10       1.641638149883e-14       4.587312657970e-15 
  724       2.502634716433e-10       1.633275680517e-14       4.597404054108e-15 
  725       2.509311357794e-10       1.624967285183e-14       4.607232309565e-15 
  726       2.516169149796e-10       1.616712481553e-14       4.616796560070e-15 
  727       2.523204532407e-10       1.608510775464e-14       4.626095950366e-15 
  728       2.530413894655e-10       1.600361660868e-14       4.635129634271e-15 
  729       2.537793574441e-10       1.592264619782e-14       4.643896774720e-15 
  730       2.545339858348e-10       1.584219122238e-14       4.652396543825e-15 
  731       2.553048981454e-10       1.576224626233e-14       4.660628122923e-15 
  732       2.560917127145e-10       1.568280577678e-14       4.668590702628e-15 
  733       2.568940426922e-10       1.560386410351e-14       4.676283482885e-15 
  734       2.577114960219e-10       1.552541545843e-14       4.683705673019e-15 
  735       2.585436754209e-10       1.544745393508e-14       4.690856491790e-15 
  736       2.593901783618e-10       1.536997350419e-14       4.697735167440e-15 
  737       2.602505970537e-10       1.529296801311e-14       4.704340937753e-15 
  738       2.611245184232e-10       1.521643118533e-14       4.710673050097e-15 
  739       2.620115256815e-10       1.514035745050e-14       4.716730837804e-15 
  740       2.629112030975e-10       1.506474445332e-14       4.722513950821e-15 
  741       2.638231312816e-10       1.498959059319e-14       4.728022129714e-15 
  742       2.647468855897e-10       1.491489419781e-14       4.733255129825e-15 
  743       2.656820361051e-10       1.484065352295e-14       4.738212721339e-15 
  744       2.666281476199e-10       1.476686675205e-14       4.742894689359e-15 
  745       2.675847796161e-10       1.469353199596e-14       4.747300833970e-15 
  746       2.685514862477e-10       1.462064729259e-14       4.751430970307e-15 
  747       2.695278163218e-10       1.454821060661e-14       4.755284928628e-15 
  748       2.705133132803e-10       1.447621982910e-14       4.758862554378e-15 
  749       2.715075151813e-10       1.440467277729e-14       4.762163708259e-15 
  750       2.725099546807e-10       1.433356719419e-14       4.765188266301e-15 
  751       2.735201590135e-10       1.426290074829e-14       4.767936119929e-15 
  752       2.745376499755e-10       1.419267103324e-14       4.770407176030e-15 
  753       2.755619439050e-10       1.412287556753e-14       4.772601357023e-15 
  754       2.765925516638e-10       1.405351179419e-14       4.774518600930e-15 
  755       2.776289786189e-10       1.398457708045e-14       4.776158861440e-15 
  756       2.786707246243e-10       1.391606871742e-14       4.777522107980e-15 
  757       2.797172840023e-10       1.384798391979e-14       4.778608325787e-15 
  758       2.807681455246e-10       1.378031982550e-14       4.779417515969e-15 
  759       2.818227923947e-10       1.371307349543e-14       4.779949695581e-15 
  760       2.828807022286e-10       1.364624191307e-14       4.780204897689e-15 
  761       2.839413470365e-10       1.357982198421e-14       4.780183171440e-15 
  762       2.850041932046e-10       1.351381053662e-14       4.779884582133e-15 
  763       2.860687014764e-10       1.344820431973e-14       4.779309211283e-15 
  764       2.871343269341e-10       1.338300000432e-14       4.778457156694e-15 
  765       2.882005189802e-10       1.331819418219e-14       4.777328532524e-15 
  766       2.892667213192e-10       1.325378336585e-14       4.775923469357e-15 
  767       2.903323719388e-10       1.318976398821e-14       4.774242114270e-15 
  768       2.913969030915e-10       1.312613240224e-14       4.772284630900e-15 
  769       2.924597412762e-10       1.306288488066e-14       4.770051199516e-15 
  770       2.935203072196e-10       1.300001761563e-14       4.767542017085e-15 
  771       2.945780158578e-10       1.293752671843e-14       4.764757297343e-15 
  772       2.956322763176e-10       1.287540821915e-14       4.761697270860e-15 
  773       2.966824918984e-10       1.281365806633e-14       4.758362185113e-15 
  774       2.977280600531e-10       1.275227212670e-14       4.754752304552e-15 
  775       2.987683723704e-10       1.269124618483e-14       4.750867910667e-15 
  776       2.998028145556e-10       1.263057594282e-14       4.746709302062e-15 
  777       3.008307664123e-10       1.257025701995e-14       4.742276794519e-15 
  778       3.018516504858e-10       1.251028551686e-14       4.737571062639e-15 
  779       3.028650790295e-10       1.245065972005e-14       4.732594171657e-15 
  780       3.038707097578e-10       1.239137842868e-14       4.727348565111e-15 
  781       3.048681974251e-10       1.233244039281e-14       4.721836725162e-15 
  782       3.058571938171e-10       1.227384431324e-14       4.716061172731e-15 
  783       3.068373477421e-10       1.221558884126e-14       4.710024467633e-15 
  784       3.078083050217e-10       1.215767257843e-14       4.703729208715e-15 
  785       3.087697084824e-10       1.210009407645e-14       4.697178033990e-15 
  786       3.097211979464e-10       1.204285183686e-14       4.690373620777e-15 
  787       3.106624102229e-10       1.198594431090e-14       4.683318685835e-15 
  788       3.115929790992e-10       1.192936989928e-14       4.676015985497e-15 
  789       3.125125353320e-10       1.187312695198e-14       4.668468315811e-15 
  790       3.134207066382e-10       1.181721376802e-14       4.660678512674e-15 
  791       3.143171176863e-10       1.176162859529e-14       4.652649451967e-15 
  792       3.152013900875e-10       1.170636963031e-14       4.644384049693e-15 
  793       3.160731423869e-10       1.165143501807e-14       4.635885262112e-15 
  794       3.169319900544e-10       1.159682285175e-14       4.627156085880e-15 
  795       3.177775454759e-10       1.154253117259e-14       4.618199558182e-15 
  796       3.186094179449e-10       1.148855796964e-14       4.609018756868e-15 
  797       3.194272136529e-10       1.143490117956e-14       4.599616800593e-15 
  798       3.202305356812e-10       1.138155868643e-14       4.589996848952e-15 
  799       3.210189839915e-10       1.132852832153e-14       4.580162102613e-15 
  800       3.217921554174e-10       1.127580786311e-14       4.570115803455e-15 
  801       3.225496436555e-10       1.122339503623e-14       4.559861234709e-15 
  802       3.232910392564e-10       1.117128751255e-14       4.549401721086e-15 
  803       3.240159296160e-10       1.111948291007e-14       4.538740628919e-15 
  804       3.247238989663e-10       1.106797879299e-14       4.527881366298e-15 
  805       3.254145283671e-10       1.101677267144e-14       4.516827383206e-15 
  806       3.260873956966e-10       1.096586200135e-14       4.505582171654e-15 
  807       3.267420756430e-10       1.091524418415e-14       4.494149265821e-15 
  808       3.273781396951e-10       1.086491656667e-14       4.482532242185e-15 
  809       3.279951561340e-10       1.081487644084e-14       4.470734719664e-15 
  810       3.285926900240e-10       1.076512104352e-14       4.458760359749e-15 
  811       3.291703032035e-10       1.071564755633e-14       4.446612866642e-15 
  812       3.297275542766e-10       1.066645310536e-14       4.434295987393e-15 
  813       3.302639986039e-10       1.061753476106e-14       4.421813512033e-15 
  814       3.307791882938e-10       1.056888953795e-14       4.409169273715e-15 
  815       3.312726721935e-10       1.052051439448e-14       4.396367148845e-15 
  816       3.317439958803e-10       1.047240623277e-14       4.383411057223e-15 
  817       3.321927654897e-10       1.042456228759e-14       4.370304420891e-15 
  818       3.326188404678e-10       1.037698130131e-14       4.357048529825e-15 
  819       3.330221442443e-10       1.032966236949e-14       4.343644147320e-15 
  820       3.334026007101e-10       1.028260455355e-14       4.330092048671e-15 
  821       3.337601342199e-10       1.023580688059e-14       4.316393021214e-15 
  822       3.340946695947e-10       1.018926834327e-14       4.302547864359e-15 
  823       3.344061321244e-10       1.014298789967e-14       4.288557389637e-15 
  824       3.346944475706e-10       1.009696447315e-14       4.274422420733e-15 
  825       3.349595421690e-10       1.005119695222e-14       4.260143793527e-15 
  826       3.352013426321e-10       1.000568419041e-14       4.245722356133e-15 
  827       3.354197761518e-10       9.960425006122e-15       4.231158968939e-15 
  828       3.356147704018e-10       9.915418182483e-15       4.216454504646e-15 
  829       3.357862535406e-10       9.870662467233e-15       4.201609848304e-15 
  830       3.359341542137e-10       9.826156572576e-15       4.186625897355e-15 
  831       3.360584015566e-10       9.781899175045e-15       4.171503561671e-15 
  832       3.361589251970e-10       9.737888915363e-15       4.156243763591e-15 
  833       3.362356552577e-10       9.694124398310e-15       4.140847437965e-15 
  834       3.362885223590e-10       9.650604192587e-15       4.125315532185e-15 
  835       3.363174576214e-10       9.607326830675e-15       4.109649006232e-15 
  836       3.363223926683e-10       9.564290808705e-15       4.093848832711e-15 
  837       3.363032596283e-10       9.521494586314e-15       4.077915996893e-15 
  838       3.362599911382e-10       9.478936586515e-15       4.061851496748e-15 
  839       3.361925203453e-10       9.436615195557e-15       4.045656342991e-15 
  840       3.361007809102e-10       9.394528762792e-15       4.029331559119e-15 
  841       3.359847070091e-10       9.352675600532e-15       4.012878181447e-15 
  842       3.358442333368e-10       9.311053983920e-15       3.996297259150e-15 
  843       3.356792951091e-10       9.269662150787e-15       3.979589854303e-15 
  844       3.354898280652e-10       9.228498301523e-15       3.962757041916e-15 
  845       3.352757684709e-10       9.187560598931e-15       3.945799909978e-15 
  846       3.350370531204e-10       9.146847168100e-15       3.928719559492e-15 
  847       3.347736193396e-10       9.106356096262e-15       3.911517104517e-15 
  848       3.344854049884e-10       9.066085432658e-15       3.894193672205e-15 
  849       3.341723484631e-10       9.026033188401e-15       3.876750402841e-15 
  850       3.338343886994e-10       8.986197336342e-15       3.859188449883e-15 
  851       3.334714651749e-10       8.946575810927e-15       3.841508979999e-15 
  852       3.330835179115e-10       8.907166508070e-15       3.823713173106e-15 
  853       3.326704874782e-10       8.867967285007e-15       3.805802222413e-15 
  854       3.322323149936e-10       8.828975960167e-15       3.787777334456e-15 
  855       3.317689421285e-10       8.790190313030e-15       3.769639729138e-15 
  856       3.312803551273e-10       8.751608356173e-15       3.751390609030e-15 
  857       3.307667176894e-10       8.713229156763e-15       3.733031066627e-15 
  858       3.302282403589e-10       8.675052028796e-15       3.714562175586e-15 
  859       3.296651367210e-10       8.637076262106e-15       3.695985021358e-15 
  860       3.290776234115e-10       8.599301122262e-15       3.677300701221e-15 
  861       3.284659201272e-10       8.561725850484e-15       3.658510324314e-15 
  862       3.278302496352e-10       8.524349663550e-15       3.639615011672e-15 
  863       3.271708377830e-10       8.487171753699e-15       3.620615896257e-15 
  864       3.264879135079e-10       8.450191288544e-15       3.601514122996e-15 
  865       3.257817088474e-10       8.413407410979e-15       3.582310848815e-15 
  866       3.250524589485e-10       8.376819239087e-15       3.563007242668e-15 
  867       3.243004020779e-10       8.340425866045e-15       3.543604485577e-15 
  868       3.235257796312e-10       8.304226360038e-15       3.524103770661e-15 
  869       3.227288361435e-10       8.268219764161e-15       3.504506303176e-15 
  870       3.219098192985e-10       8.232405096332e-15       3.484813300542e-15 
  871       3.210689799388e-10       8.196781349197e-15       3.465025992382e-15 
  872       3.202065720755e-10       8.161347490037e-15       3.445145620556e-15 
  873       3.193228528978e-10       8.126102460681e-15       3.425173439192e-15 
  874       3.184180827832e-10       8.091045177409e-15       3.405110714723e-15 
  875       3.174925253070e-10       8.056174530862e-15       3.384958725918e-15 
  876       3.165464472524e-10       8.021489385952e-15       3.364718763920e-15 
  877       3.155801186198e-10       7.986988581765e-15       3.344392132277e-15 
  878       3.145938126371e-10       7.952670931475e-15       3.323980146976e-15 
  879       3.135878057695e-10       7.918535222248e-15       3.303484136480e-15 
  880       3.125623777287e-10       7.884580215150e-15       3.282905441759e-15 
  881       3.115178114836e-10       7.850804645059e-15       3.262245416324e-15 
  882       3.104543932692e-10       7.817207220567e-15       3.241505426264e-15 
  883       3.093724125971e-10       7.783786623895e-15       3.220686850278e-15 
  884       3.082721622650e-10       7.750541510795e-15       3.199791079708e-15 
  885       3.071539383664e-10       7.717470510462e-15       3.178819518575e-15 
  886       3.060180403008e-10       7.684572225438e-15       3.157773583613e-15 
  887       3.048647707829e-10       7.651845231525e-15       3.136654704301e-15 
  888       3.036944358531e-10       7.619288077690e-15       3.115464322901e-15 
  889       3.025073448866e-10       7.586899285974e-15       3.094203894486e-15 
  890       3.013038106039e-10       7.554677351398e-15       3.072874886979e-15 
  891       3.000841490800e-10       7.522620741875e-15       3.051478781188e-15 
  892       2.988486797546e-10       7.490727898114e-15       3.030017070833e-15 
  893       2.975977254416e-10       7.458997233531e-15       3.008491262590e-15 
  894       2.963316123392e-10       7.427427134156e-15       2.986902876115e-15 
  895       2.950506733782e-10       7.396016151515e-15       2.965253944213e-15 
  896       2.937552583077e-10       7.364763584910e-15       2.943548522197e-15 
  897       2.924457237931e-10       7.333668908461e-15       2.921791203213e-15 
  898       2.911224301033e-10       7.302731578917e-15       2.899986620457e-15 
  899       2.897857411204e-10       7.271951035607e-15       2.878139447284e-15 
  900       2.884360243503e-10       7.241326700364e-15       2.856254397310e-15 
  901       2.870736509328e-10       7.210857977470e-15       2.834336224531e-15 
  902       2.856989956524e-10       7.180544253592e-15       2.812389723424e-15 
  903       2.843124369479e-10       7.150384897716e-15       2.790419729059e-15 
  904       2.829143569232e-10       7.120379261086e-15       2.768431117208e-15 
  905       2.815051413573e-10       7.090526677141e-15       2.746428804454e-15 
  906       2.800851797150e-10       7.060826461449e-15       2.724417748297e-15 
  907       2.786548651568e-10       7.031277911650e-15       2.702402947269e-15 
  908       2.772145945493e-10       7.001880307385e-15       2.680389441036e-15 
  909       2.757647684756e-10       6.972632910242e-15       2.658382310510e-15 
  910       2.743057912456e-10       6.943534963684e-15       2.636386677961e-15 
  911       2.728380709064e-10       6.914585692992e-15       2.614407707119e-15 
  912       2.713620192521e-10       6.885784305199e-15       2.592450603288e-15 
  913       2.698780518348e-10       6.857129989029e-15       2.570520613456e-15 
  914       2.683865879744e-10       6.828621914832e-15       2.548623026398e-15 
  915       2.668880507691e-10       6.800259234521e-15       2.526763172789e-15 
  916       2.653828671058e-10       6.772041081511e-15       2.504946425313e-15 
  917       2.638714676700e-10       6.743966570653e-15       2.483178198773e-15 
  918       2.623542869567e-10       6.716034798175e-15       2.461463950193e-15 
  919       2.608317632801e-10       6.688244841614e-15       2.439809178938e-15 
  920       2.593043387845e-10       6.660595759756e-15       2.418219426810e-15 
  921       2.577724594538e-10       6.633086592572e-15       2.396700278171e-15 
  922       2.562365751229e-10       6.605716361155e-15       2.375257360038e-15 
  923       2.546971394868e-10       6.578484067660e-15       2.353896342202e-15 
  924       2.531546101120e-10       6.551388695233e-15       2.332622937334e-15 
  925       2.516094484459e-10       6.524429207957e-15       2.311442901090e-15 
  926       2.500621198278e-10       6.497604550782e-15       2.290362032225e-15 
  927       2.485130934986e-10       6.470913649468e-15       2.269386172701e-15 
  928       2.469628426116e-10       6.444355410516e-15       2.248521207793e-15 
  929       2.454118442427e-10       6.417928721108e-15       2.227773066201e-15 
  930       2.438605794004e-10       6.391632449045e-15       2.207147720156e-15 
  931       2.423095330363e-10       6.365465442680e-15       2.186651185533e-15 
  932       2.407591940556e-10       6.339426530861e-15       2.166289521956e-15 
  933       2.392100553271e-10       6.313514522861e-15       2.146068832908e-15 
  934       2.376625799477e-10       6.287728347083e-15       2.125993937679e-15 
  935       2.361170994365e-10       6.262067469660e-15       2.106064364240e-15 
  936       2.345739139696e-10       6.236531482273e-15       2.086278293933e-15 
  937       2.330333259873e-10       6.211119963939e-15       2.066633883886e-15 
  938       2.314956401995e-10       6.185832480961e-15       2.047129266934e-15 
  939       2.299611635919e-10       6.160668586891e-15       2.027762551547e-15 
  940       2.284302054310e-10       6.135627822483e-15       2.008531821758e-15 
  941       2.269030772705e-10       6.110709715647e-15       1.989435137089e-15 
  942       2.253800929564e-10       6.085913781409e-15       1.970470532475e-15 
  943       2.238615686327e-10       6.061239521863e-15       1.951636018192e-15 
  944       2.223478227476e-10       6.036686426130e-15       1.932929579784e-15 
  945       2.208391760585e-10       6.012253970315e-15       1.914349177988e-15 
  946       2.193359516380e-10       5.987941617456e-15       1.895892748664e-15 
  947       2.178384748795e-10       5.963748817490e-15       1.877558202713e-15 
  948       2.163470735030e-10       5.939675007201e-15       1.859343426015e-15 
  949       2.148620775606e-10       5.915719610179e-15       1.841246279345e-15 
  950       2.133838194421e-10       5.891882036777e-15       1.823264598306e-15 
  951       2.119126338809e-10       5.868161684065e-15       1.805396193251e-15 
  952       2.104488579595e-10       5.844557935788e-15       1.787638849213e-15 
  953       2.089928311153e-10       5.821070162320e-15       1.769990325830e-15 
  954       2.075448951460e-10       5.797697720620e-15       1.752448357269e-15 
  955       2.061053942156e-10       5.774439954191e-15       1.735010652158e-15 
  956       2.046746748597e-10       5.751296193032e-15       1.717674893506e-15 
  957       2.032530859916e-10       5.728265753597e-15       1.700438738634e-15 
  958       2.018409789077e-10       5.705347938749e-15       1.683299819099e-15 
  959       2.004387072931e-10       5.682542037717e-15       1.666255740622e-15 
  960       1.990466272273e-10       5.659847326053e-15       1.649304083011e-15 
  961       1.976650971902e-10       5.637263065584e-15       1.632442400094e-15 
  962       1.962944780672e-10       5.614788504374e-15       1.615668219637e-15 
  963       1.949351331553e-10       5.592422876675e-15       1.598979043278e-15 
  964       1.935874281688e-10       5.570165402885e-15       1.582372346448e-15 
  965       1.922517312444e-10       5.548015289504e-15       1.565845578301e-15 
  966       1.909284129476e-10       5.525971729090e-15       1.549396161637e-15 
  967       1.896178462778e-10       5.504033900214e-15       1.533021492831e-15 
  968       1.883204066744e-10       5.482200967417e-15       1.516718941758e-15 
  969       1.870364720221e-10       5.460472081166e-15       1.500485851723e-15 
  970       1.857664226567e-10       5.438846377810e-15       1.484319539380e-15 
  971       1.845106413709e-10       5.417322979534e-15       1.468217294665e-15 
  972       1.832695134197e-10       5.395900994320e-15       1.452176380720e-15 
  973       1.820433778000e-10       5.374579617098e-15       1.436194496934e-15 
  974       1.808323802756e-10       5.353358434969e-15       1.420271175829e-15 
  975       1.796366181570e-10       5.332237126481e-15       1.404406406997e-15 
  976       1.784561888275e-10       5.311215360808e-15       1.388600175868e-15 
  977       1.772911897427e-10       5.290292797724e-15       1.372852463699e-15 
  978       1.761417184297e-10       5.269469087564e-15       1.357163247558e-15 
  979       1.750078724870e-10       5.248743871200e-15       1.341532500304e-15 
  980       1.738897495835e-10       5.228116780009e-15       1.325960190581e-15 
  981       1.727874474586e-10       5.207587435837e-15       1.310446282796e-15 
  982       1.717010639212e-10       5.187155450971e-15       1.294990737106e-15 
  983       1.706306968493e-10       5.166820428111e-15       1.279593509403e-15 
  984       1.695764441898e-10       5.146581960332e-15       1.264254551300e-15 
  985       1.685384039575e-10       5.126439631058e-15       1.248973810117e-15 
  986       1.675166742352e-10       5.106393014028e-15       1.233751228861e-15 
  987       1.665113531724e-10       5.086441673266e-15       1.218586746216e-15 
  988       1.655225389857e-10       5.066585163052e-15       1.203480296526e-15 
  989       1.645503299575e-10       5.046823027886e-15       1.188431809783e-15 
  990       1.635948244361e-10       5.027154802460e-15       1.173441211604e-15 
  991       1.626561208347e-10       5.007580011625e-15       1.158508423227e-15 
  992       1.617343176313e-10       4.988098170364e-15       1.143633361487e-15 
  993       1.608295133681e-10       4.968708783756e-15       1.128815938807e-15 
  994       1.599418066506e-10       4.949411346944e-15       1.114056063177e-15 
  995       1.590712961477e-10       4.930205345111e-15       1.099353638146e-15 
  996       1.582180805909e-10       4.911090253442e-15       1.084708562803e-15 
  997       1.573822587737e-10       4.892065537093e-15       1.070120731760e-15 
  998       1.565639295512e-10       4.873130651165e-15       1.055590035143e-15 
  999       1.557631918397e-10       4.854285040668e-15       1.041116358572e-15 
 1000       1.549801446160e-10       4.835528140492e-15       1.026699583148e-15 
 1001       1.542148869170e-10       4.816859375374e-15       1.012339585436e-15 
 1002       1.534675178394e-10       4.798278159870e-15       9.980362374555e-16 
 1003       1.527381365386e-10       4.779783898318e-15       9.837894066581e-16 
 1004       1.520268422288e-10       4.761375984816e-15       9.695989559181e-16 
 1005       1.513337341824e-10       4.743053803182e-15       9.554647435150e-16 
 1006       1.506589117291e-10       4.724816726925e-15       9.413866231193e-16 
 1007       1.500024742557e-10       4.706664119219e-15       9.273644437772e-16 
 1008       1.493645212059e-10       4.688595332864e-15       9.133980498959e-16 
 1009       1.487451520790e-10       4.670609710261e-15       8.994872812284e-16 
 1010       1.481444664300e-10       4.652706583378e-15       8.856319728586e-16 
 1011       1.475625638692e-10       4.634885273719e-15       8.718319551865e-16 
 1012       1.469995074073e-10       4.617145167128e-15       8.580872539340e-16 
 1013       1.464552129151e-10       4.599485939453e-15       8.443986933550e-16 
 1014       1.459295580674e-10       4.581907334078e-15       8.307673017028e-16 
 1015       1.454224188475e-10       4.564409087358e-15       8.171941120065e-16 
 1016       1.449336695425e-10       4.546990928602e-15       8.036801620798e-16 
 1017       1.444631827384e-10       4.529652580046e-15       7.902264945290e-16 
 1018       1.440108293153e-10       4.512393756832e-15       7.768341567619e-16 
 1019       1.435764784426e-10       4.495214166985e-15       7.635042009960e-16 
 1020       1.431599975743e-10       4.478113511392e-15       7.502376842668e-16 
 1021       1.427612524442e-10       4.461091483779e-15       7.370356684366e-16 
 1022       1.423801070607e-10       4.444147770686e-15       7.238992202027e-16 
 1023       1.420164237028e-10       4.427282051449e-15       7.108294111059e-16 
 1024       1.416700629145e-10       4.410493998175e-15       6.978273175387e-16 
 1025       1.413408835005e-10       4.393783275720e-15       6.848940207543e-16 
 1026       1.410287425214e-10       4.377149541666e-15       6.720306068744e-16 
 1027       1.407334952883e-10       4.360592446298e-15       6.592381668981e-16 
 1028       1.404549953590e-10       4.344111632585e-15       6.465177967102e-16 
 1029       1.401930945325e-10       4.327706736153e-15       6.338705970894e-16 
 1030       1.399476428441e-10       4.311377385268e-15       6.212976737172e-16 
