# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:phiphi                 4:TPhi               
  780       3.055724066065e-10       1.239137842868e-14       4.727348565111e-15 
  781       3.066489642883e-10       1.233244039281e-14       4.721836725162e-15 
  782       3.077170419318e-10       1.227384431324e-14       4.716061172731e-15 
  783       3.087762608756e-10       1.221558884126e-14       4.710024467633e-15 
  784       3.098262392057e-10       1.215767257843e-14       4.703729208715e-15 
  785       3.108665917461e-10       1.210009407645e-14       4.697178033990e-15 
  786       3.118969300489e-10       1.204285183686e-14       4.690373620777e-15 
  787       3.129168623848e-10       1.198594431090e-14       4.683318685835e-15 
  788       3.139259937331e-10       1.192936989928e-14       4.676015985497e-15 
  789       3.149239257726e-10       1.187312695198e-14       4.668468315811e-15 
  790       3.159102568713e-10       1.181721376802e-14       4.660678512674e-15 
  791       3.168845820770e-10       1.176162859529e-14       4.652649451967e-15 
  792       3.178464931075e-10       1.170636963031e-14       4.644384049693e-15 
  793       3.187955783412e-10       1.165143501807e-14       4.635885262112e-15 
  794       3.197314228071e-10       1.159682285175e-14       4.627156085880e-15 
  795       3.206536081752e-10       1.154253117259e-14       4.618199558182e-15 
  796       3.215617127468e-10       1.148855796964e-14       4.609018756868e-15 
  797       3.224553114451e-10       1.143490117956e-14       4.599616800593e-15 
  798       3.233339758050e-10       1.138155868643e-14       4.589996848952e-15 
  799       3.241972739638e-10       1.132852832153e-14       4.580162102613e-15 
  800       3.250447706514e-10       1.127580786311e-14       4.570115803455e-15 
  801       3.258760271805e-10       1.122339503623e-14       4.559861234709e-15 
  802       3.266906014373e-10       1.117128751255e-14       4.549401721086e-15 
  803       3.274880478713e-10       1.111948291007e-14       4.538740628919e-15 
  804       3.282679174859e-10       1.106797879299e-14       4.527881366298e-15 
  805       3.290297578288e-10       1.101677267144e-14       4.516827383206e-15 
  806       3.297731129822e-10       1.096586200135e-14       4.505582171654e-15 
  807       3.304975235528e-10       1.091524418415e-14       4.494149265821e-15 
  808       3.312025266628e-10       1.086491656667e-14       4.482532242185e-15 
  809       3.318876559397e-10       1.081487644084e-14       4.470734719664e-15 
  810       3.325524415067e-10       1.076512104352e-14       4.458760359749e-15 
  811       3.331964099732e-10       1.071564755633e-14       4.446612866642e-15 
  812       3.338190844247e-10       1.066645310536e-14       4.434295987393e-15 
  813       3.344199844137e-10       1.061753476106e-14       4.421813512033e-15 
  814       3.349986259496e-10       1.056888953795e-14       4.409169273715e-15 
  815       3.355545214892e-10       1.052051439448e-14       4.396367148845e-15 
  816       3.360871799268e-10       1.047240623277e-14       4.383411057223e-15 
  817       3.365961740263e-10       1.042456228759e-14       4.370304420891e-15 
  818       3.370813440573e-10       1.037698130131e-14       4.357048529825e-15 
  819       3.375425977769e-10       1.032966236949e-14       4.343644147320e-15 
  820       3.379798433205e-10       1.028260455355e-14       4.330092048671e-15 
  821       3.383929892041e-10       1.023580688059e-14       4.316393021214e-15 
  822       3.387819443266e-10       1.018926834327e-14       4.302547864359e-15 
  823       3.391466179723e-10       1.014298789967e-14       4.288557389637e-15 
  824       3.394869198137e-10       1.009696447315e-14       4.274422420733e-15 
  825       3.398027599131e-10       1.005119695222e-14       4.260143793527e-15 
  826       3.400940487258e-10       1.000568419041e-14       4.245722356133e-15 
  827       3.403606971022e-10       9.960425006122e-15       4.231158968939e-15 
  828       3.406026162901e-10       9.915418182483e-15       4.216454504646e-15 
  829       3.408197179376e-10       9.870662467233e-15       4.201609848304e-15 
  830       3.410119140948e-10       9.826156572576e-15       4.186625897355e-15 
  831       3.411791172169e-10       9.781899175045e-15       4.171503561671e-15 
  832       3.413212401663e-10       9.737888915363e-15       4.156243763591e-15 
  833       3.414381962150e-10       9.694124398310e-15       4.140847437965e-15 
  834       3.415298990473e-10       9.650604192587e-15       4.125315532185e-15 
  835       3.415962627618e-10       9.607326830675e-15       4.109649006232e-15 
  836       3.416372018741e-10       9.564290808705e-15       4.093848832711e-15 
  837       3.416526313194e-10       9.521494586314e-15       4.077915996893e-15 
  838       3.416424664544e-10       9.478936586515e-15       4.061851496748e-15 
  839       3.416066230602e-10       9.436615195557e-15       4.045656342991e-15 
  840       3.415450173445e-10       9.394528762792e-15       4.029331559119e-15 
  841       3.414575659441e-10       9.352675600532e-15       4.012878181447e-15 
  842       3.413441859273e-10       9.311053983920e-15       3.996297259150e-15 
  843       3.412047947963e-10       9.269662150787e-15       3.979589854303e-15 
  844       3.410393104898e-10       9.228498301523e-15       3.962757041916e-15 
  845       3.408476513850e-10       9.187560598931e-15       3.945799909978e-15 
  846       3.406297363005e-10       9.146847168100e-15       3.928719559492e-15 
  847       3.403854844986e-10       9.106356096262e-15       3.911517104517e-15 
  848       3.401148156873e-10       9.066085432658e-15       3.894193672205e-15 
  849       3.398176500235e-10       9.026033188401e-15       3.876750402841e-15 
  850       3.394939081148e-10       8.986197336342e-15       3.859188449883e-15 
  851       3.391435110221e-10       8.946575810927e-15       3.841508979999e-15 
  852       3.387663802622e-10       8.907166508070e-15       3.823713173106e-15 
  853       3.383624378097e-10       8.867967285007e-15       3.805802222413e-15 
  854       3.379316061004e-10       8.828975960167e-15       3.787777334456e-15 
  855       3.374738080326e-10       8.790190313030e-15       3.769639729138e-15 
  856       3.369890151251e-10       8.751608356173e-15       3.751390609030e-15 
  857       3.364773928845e-10       8.713229156763e-15       3.733031066627e-15 
  858       3.359391579212e-10       8.675052028796e-15       3.714562175586e-15 
  859       3.353745300295e-10       8.637076262106e-15       3.695985021358e-15 
  860       3.347837321982e-10       8.599301122262e-15       3.677300701221e-15 
  861       3.341669906208e-10       8.561725850484e-15       3.658510324314e-15 
  862       3.335245347056e-10       8.524349663550e-15       3.639615011672e-15 
  863       3.328565970862e-10       8.487171753699e-15       3.620615896257e-15 
  864       3.321634136317e-10       8.450191288544e-15       3.601514122996e-15 
  865       3.314452234570e-10       8.413407410979e-15       3.582310848815e-15 
  866       3.307022689332e-10       8.376819239087e-15       3.563007242668e-15 
  867       3.299347956980e-10       8.340425866045e-15       3.543604485577e-15 
  868       3.291430526655e-10       8.304226360038e-15       3.524103770661e-15 
  869       3.283272920371e-10       8.268219764161e-15       3.504506303176e-15 
  870       3.274877693115e-10       8.232405096332e-15       3.484813300542e-15 
  871       3.266247432950e-10       8.196781349197e-15       3.465025992382e-15 
  872       3.257384761120e-10       8.161347490037e-15       3.445145620556e-15 
  873       3.248292332149e-10       8.126102460681e-15       3.425173439192e-15 
  874       3.238972833948e-10       8.091045177409e-15       3.405110714723e-15 
  875       3.229428987918e-10       8.056174530862e-15       3.384958725918e-15 
  876       3.219663549050e-10       8.021489385952e-15       3.364718763920e-15 
  877       3.209679306029e-10       7.986988581765e-15       3.344392132277e-15 
  878       3.199479081339e-10       7.952670931475e-15       3.323980146976e-15 
  879       3.189065731364e-10       7.918535222248e-15       3.303484136480e-15 
  880       3.178442146492e-10       7.884580215150e-15       3.282905441759e-15 
  881       3.167611251218e-10       7.850804645059e-15       3.262245416324e-15 
  882       3.156576004246e-10       7.817207220567e-15       3.241505426264e-15 
  883       3.145339398593e-10       7.783786623895e-15       3.220686850278e-15 
  884       3.133904461692e-10       7.750541510795e-15       3.199791079708e-15 
  885       3.122274255495e-10       7.717470510462e-15       3.178819518575e-15 
  886       3.110451876575e-10       7.684572225438e-15       3.157773583613e-15 
  887       3.098440456230e-10       7.651845231525e-15       3.136654704301e-15 
  888       3.086243160588e-10       7.619288077690e-15       3.115464322901e-15 
  889       3.073863190704e-10       7.586899285974e-15       3.094203894486e-15 
  890       3.061303782670e-10       7.554677351398e-15       3.072874886979e-15 
  891       3.048568207713e-10       7.522620741875e-15       3.051478781188e-15 
  892       3.035659772302e-10       7.490727898114e-15       3.030017070833e-15 
  893       3.022581818246e-10       7.458997233531e-15       3.008491262590e-15 
  894       3.009337722804e-10       7.427427134156e-15       2.986902876115e-15 
  895       2.995930953662e-10       7.396016151515e-15       2.965253944213e-15 
  896       2.982365234669e-10       7.364763584910e-15       2.943548522197e-15 
  897       2.968644383012e-10       7.333668908461e-15       2.921791203213e-15 
  898       2.954772254692e-10       7.302731578917e-15       2.899986620457e-15 
  899       2.940752744634e-10       7.271951035607e-15       2.878139447284e-15 
  900       2.926589786796e-10       7.241326700364e-15       2.856254397310e-15 
  901       2.912287354287e-10       7.210857977470e-15       2.834336224531e-15 
  902       2.897849459470e-10       7.180544253592e-15       2.812389723424e-15 
  903       2.883280154079e-10       7.150384897716e-15       2.790419729059e-15 
  904       2.868583529327e-10       7.120379261086e-15       2.768431117208e-15 
  905       2.853763716021e-10       7.090526677141e-15       2.746428804454e-15 
  906       2.838824884668e-10       7.060826461449e-15       2.724417748297e-15 
  907       2.823771245590e-10       7.031277911650e-15       2.702402947269e-15 
  908       2.808607049036e-10       7.001880307385e-15       2.680389441036e-15 
  909       2.793336585288e-10       6.972632910242e-15       2.658382310510e-15 
  910       2.777964184780e-10       6.943534963684e-15       2.636386677961e-15 
  911       2.762494218200e-10       6.914585692992e-15       2.614407707119e-15 
  912       2.746931096611e-10       6.885784305199e-15       2.592450603288e-15 
  913       2.731279271555e-10       6.857129989029e-15       2.570520613456e-15 
  914       2.715543235166e-10       6.828621914832e-15       2.548623026398e-15 
  915       2.699727520283e-10       6.800259234521e-15       2.526763172789e-15 
  916       2.683836700561e-10       6.772041081511e-15       2.504946425313e-15 
  917       2.667875390579e-10       6.743966570653e-15       2.483178198773e-15 
  918       2.651848245955e-10       6.716034798175e-15       2.461463950193e-15 
  919       2.635759963456e-10       6.688244841614e-15       2.439809178938e-15 
  920       2.619615281109e-10       6.660595759756e-15       2.418219426810e-15 
  921       2.603418978311e-10       6.633086592572e-15       2.396700278171e-15 
  922       2.587175875944e-10       6.605716361155e-15       2.375257360038e-15 
  923       2.570890836481e-10       6.578484067660e-15       2.353896342202e-15 
  924       2.554568764102e-10       6.551388695233e-15       2.332622937334e-15 
  925       2.538214604801e-10       6.524429207957e-15       2.311442901090e-15 
  926       2.521833346503e-10       6.497604550782e-15       2.290362032225e-15 
  927       2.505430019168e-10       6.470913649468e-15       2.269386172701e-15 
  928       2.489009694907e-10       6.444355410516e-15       2.248521207793e-15 
  929       2.472577488094e-10       6.417928721108e-15       2.227773066201e-15 
  930       2.456138555474e-10       6.391632449045e-15       2.207147720156e-15 
  931       2.439698096274e-10       6.365465442680e-15       2.186651185533e-15 
  932       2.423261352318e-10       6.339426530861e-15       2.166289521956e-15 
  933       2.406833608136e-10       6.313514522861e-15       2.146068832908e-15 
  934       2.390419842139e-10       6.287728347083e-15       2.125993937679e-15 
  935       2.374023673945e-10       6.262067469660e-15       2.106064364240e-15 
  936       2.357648400818e-10       6.236531482273e-15       2.086278293933e-15 
  937       2.341297345173e-10       6.211119963939e-15       2.066633883886e-15 
  938       2.324973854640e-10       6.185832480961e-15       2.047129266934e-15 
  939       2.308681302125e-10       6.160668586891e-15       2.027762551547e-15 
  940       2.292423085879e-10       6.135627822483e-15       2.008531821758e-15 
  941       2.276202629553e-10       6.110709715647e-15       1.989435137089e-15 
  942       2.260023382270e-10       6.085913781409e-15       1.970470532475e-15 
  943       2.243888818682e-10       6.061239521863e-15       1.951636018192e-15 
  944       2.227802439034e-10       6.036686426130e-15       1.932929579784e-15 
  945       2.211767769233e-10       6.012253970315e-15       1.914349177988e-15 
  946       2.195788360902e-10       5.987941617456e-15       1.895892748664e-15 
  947       2.179867791452e-10       5.963748817490e-15       1.877558202713e-15 
  948       2.164009664139e-10       5.939675007201e-15       1.859343426015e-15 
  949       2.148217608132e-10       5.915719610179e-15       1.841246279345e-15 
  950       2.132495278572e-10       5.891882036777e-15       1.823264598306e-15 
  951       2.116846356639e-10       5.868161684065e-15       1.805396193251e-15 
  952       2.101274549614e-10       5.844557935788e-15       1.787638849213e-15 
  953       2.085783590940e-10       5.821070162320e-15       1.769990325830e-15 
  954       2.070377240288e-10       5.797697720620e-15       1.752448357269e-15 
  955       2.055059283621e-10       5.774439954191e-15       1.735010652158e-15 
  956       2.039833533253e-10       5.751296193032e-15       1.717674893506e-15 
  957       2.024703827919e-10       5.728265753597e-15       1.700438738634e-15 
  958       2.009674032830e-10       5.705347938749e-15       1.683299819099e-15 
  959       1.994748039744e-10       5.682542037717e-15       1.666255740622e-15 
  960       1.979929767025e-10       5.659847326053e-15       1.649304083011e-15 
  961       1.965223159706e-10       5.637263065584e-15       1.632442400094e-15 
  962       1.950632189554e-10       5.614788504374e-15       1.615668219637e-15 
  963       1.936160855135e-10       5.592422876675e-15       1.598979043278e-15 
  964       1.921813181873e-10       5.570165402885e-15       1.582372346448e-15 
  965       1.907593222115e-10       5.548015289504e-15       1.565845578301e-15 
  966       1.893505055197e-10       5.525971729090e-15       1.549396161637e-15 
  967       1.879552787501e-10       5.504033900214e-15       1.533021492831e-15 
  968       1.865740552526e-10       5.482200967417e-15       1.516718941758e-15 
  969       1.852072510946e-10       5.460472081166e-15       1.500485851723e-15 
  970       1.838552850675e-10       5.438846377810e-15       1.484319539380e-15 
  971       1.825185786930e-10       5.417322979534e-15       1.468217294665e-15 
  972       1.811975562294e-10       5.395900994320e-15       1.452176380720e-15 
  973       1.798925921046e-10       5.374579617098e-15       1.436194496934e-15 
  974       1.786038523376e-10       5.353358434969e-15       1.420271175829e-15 
  975       1.773314507494e-10       5.332237126481e-15       1.404406406997e-15 
  976       1.760755013199e-10       5.311215360808e-15       1.388600175868e-15 
  977       1.748361181877e-10       5.290292797724e-15       1.372852463699e-15 
  978       1.736134156500e-10       5.269469087564e-15       1.357163247558e-15 
  979       1.724075081619e-10       5.248743871200e-15       1.341532500304e-15 
  980       1.712185103364e-10       5.228116780009e-15       1.325960190581e-15 
  981       1.700465369441e-10       5.207587435837e-15       1.310446282796e-15 
  982       1.688917029123e-10       5.187155450971e-15       1.294990737106e-15 
  983       1.677541233254e-10       5.166820428111e-15       1.279593509403e-15 
  984       1.666339134241e-10       5.146581960332e-15       1.264254551300e-15 
  985       1.655311886054e-10       5.126439631058e-15       1.248973810117e-15 
  986       1.644460644219e-10       5.106393014028e-15       1.233751228861e-15 
  987       1.633786565817e-10       5.086441673266e-15       1.218586746216e-15 
  988       1.623290809482e-10       5.066585163052e-15       1.203480296526e-15 
  989       1.612974535394e-10       5.046823027886e-15       1.188431809783e-15 
  990       1.602838905280e-10       5.027154802460e-15       1.173441211604e-15 
  991       1.592885082406e-10       5.007580011625e-15       1.158508423227e-15 
  992       1.583114231578e-10       4.988098170364e-15       1.143633361487e-15 
  993       1.573527519137e-10       4.968708783756e-15       1.128815938807e-15 
  994       1.564126112955e-10       4.949411346944e-15       1.114056063177e-15 
  995       1.554911182433e-10       4.930205345111e-15       1.099353638146e-15 
  996       1.545883898496e-10       4.911090253442e-15       1.084708562803e-15 
  997       1.537045433592e-10       4.892065537093e-15       1.070120731760e-15 
  998       1.528396961687e-10       4.873130651165e-15       1.055590035143e-15 
  999       1.519939658262e-10       4.854285040668e-15       1.041116358572e-15 
 1000       1.511674700311e-10       4.835528140492e-15       1.026699583148e-15 
 1001       1.503603266335e-10       4.816859375374e-15       1.012339585436e-15 
 1002       1.495726536343e-10       4.798278159870e-15       9.980362374555e-16 
 1003       1.488045691844e-10       4.779783898318e-15       9.837894066581e-16 
 1004       1.480561915845e-10       4.761375984816e-15       9.695989559181e-16 
 1005       1.473276392852e-10       4.743053803182e-15       9.554647435150e-16 
 1006       1.466190308860e-10       4.724816726925e-15       9.413866231193e-16 
 1007       1.459304851354e-10       4.706664119219e-15       9.273644437772e-16 
 1008       1.452621209305e-10       4.688595332864e-15       9.133980498959e-16 
 1009       1.446140573166e-10       4.670609710261e-15       8.994872812284e-16 
 1010       1.439864134871e-10       4.652706583378e-15       8.856319728586e-16 
 1011       1.433793087826e-10       4.634885273719e-15       8.718319551865e-16 
 1012       1.427928217517e-10       4.617145167128e-15       8.580872539340e-16 
 1013       1.422268666839e-10       4.599485939453e-15       8.443986933550e-16 
 1014       1.416813152937e-10       4.581907334078e-15       8.307673017028e-16 
 1015       1.411560374933e-10       4.564409087358e-15       8.171941120065e-16 
 1016       1.406509013874e-10       4.546990928602e-15       8.036801620798e-16 
 1017       1.401657732686e-10       4.529652580046e-15       7.902264945290e-16 
 1018       1.397005176114e-10       4.512393756832e-15       7.768341567619e-16 
 1019       1.392549970680e-10       4.495214166985e-15       7.635042009960e-16 
 1020       1.388290724625e-10       4.478113511392e-15       7.502376842668e-16 
 1021       1.384226027861e-10       4.461091483779e-15       7.370356684366e-16 
 1022       1.380354451919e-10       4.444147770686e-15       7.238992202027e-16 
 1023       1.376674549900e-10       4.427282051449e-15       7.108294111059e-16 
 1024       1.373184856418e-10       4.410493998175e-15       6.978273175387e-16 
 1025       1.369883887556e-10       4.393783275720e-15       6.848940207543e-16 
 1026       1.366770140809e-10       4.377149541666e-15       6.720306068744e-16 
 1027       1.363842095036e-10       4.360592446298e-15       6.592381668981e-16 
 1028       1.361098210409e-10       4.344111632585e-15       6.465177967102e-16 
 1029       1.358536928358e-10       4.327706736153e-15       6.338705970894e-16 
 1030       1.356156671525e-10       4.311377385268e-15       6.212976737172e-16 
 1031       1.353955843709e-10       4.295123200805e-15       6.088001371860e-16 
 1032       1.351932829816e-10       4.278943796236e-15       5.963791030074e-16 
 1033       1.350085995810e-10       4.262838777601e-15       5.840356916211e-16 
 1034       1.348413688656e-10       4.246807743484e-15       5.717710284032e-16 
 1035       1.346914236275e-10       4.230850284999e-15       5.595862436741e-16 
 1036       1.345585947490e-10       4.214965985757e-15       5.474824727079e-16 
 1037       1.344427111975e-10       4.199154421851e-15       5.354608557399e-16 
 1038       1.343436000203e-10       4.183415161833e-15       5.235225379757e-16 
 1039       1.342610863397e-10       4.167747766687e-15       5.116686695991e-16 
 1040       1.341949933475e-10       4.152151789810e-15       4.999004057812e-16 
 1041       1.341451423004e-10       4.136626776990e-15       4.882189066882e-16 
 1042       1.341113525145e-10       4.121172266381e-15       4.766253374902e-16 
 1043       1.340934413602e-10       4.105787788485e-15       4.651208683694e-16 
 1044       1.340912242572e-10       4.090472866124e-15       4.537066745288e-16 
 1045       1.341045146695e-10       4.075227014421e-15       4.423839362006e-16 
 1046       1.341331240998e-10       4.060049740777e-15       4.311538386543e-16 
 1047       1.341768620850e-10       4.044940544847e-15       4.200175722056e-16 
 1048       1.342355361906e-10       4.029898918522e-15       4.089763322244e-16 
 1049       1.343089520059e-10       4.014924345901e-15       3.980313191439e-16 
 1050       1.343969131385e-10       4.000016303272e-15       3.871837384680e-16 
 1051       1.344992108248e-10       3.985174315206e-15       3.764349756082e-16 
 1052       1.346155926123e-10       3.970398123742e-15       3.657871230356e-16 
 1053       1.347457932314e-10       3.955687521512e-15       3.552424604726e-16 
 1054       1.348895449348e-10       3.941042295816e-15       3.448032807580e-16 
 1055       1.350465774913e-10       3.926462228608e-15       3.344718898743e-16 
 1056       1.352166181790e-10       3.911947096479e-15       3.242506069746e-16 
 1057       1.353993917799e-10       3.897496670640e-15       3.141417644106e-16 
 1058       1.355946205729e-10       3.883110716909e-15       3.041477077597e-16 
 1059       1.358020243279e-10       3.868788995689e-15       2.942707958524e-16 
 1060       1.360213202997e-10       3.854531261956e-15       2.845134007999e-16 
 1061       1.362522232212e-10       3.840337265242e-15       2.748779080214e-16 
 1062       1.364944452980e-10       3.826206749618e-15       2.653667162716e-16 
 1063       1.367476962011e-10       3.812139453676e-15       2.559822376678e-16 
 1064       1.370116830617e-10       3.798135110516e-15       2.467268977178e-16 
 1065       1.372861104642e-10       3.784193447729e-15       2.376031353468e-16 
 1066       1.375706804403e-10       3.770314187377e-15       2.286134029254e-16 
 1067       1.378650924626e-10       3.756497045981e-15       2.197601662964e-16 
 1068       1.381690434386e-10       3.742741734502e-15       2.110459048026e-16 
 1069       1.384822277040e-10       3.729047958328e-15       2.024731113142e-16 
 1070       1.388043370170e-10       3.715415417253e-15       1.940442922558e-16 
 1071       1.391350605515e-10       3.701843805463e-15       1.857619676346e-16 
 1072       1.394740848915e-10       3.688332811521e-15       1.776286710670e-16 
 1073       1.398210940242e-10       3.674882118348e-15       1.696469498065e-16 
 1074       1.401757693341e-10       3.661491403209e-15       1.618193647708e-16 
 1075       1.405377895967e-10       3.648160337694e-15       1.541484905697e-16 
 1076       1.409068309723e-10       3.634888587706e-15       1.466369155319e-16 
 1077       1.412825669995e-10       3.621675813439e-15       1.392872417329e-16 
 1078       1.416646685895e-10       3.608521669366e-15       1.321020850220e-16 
 1079       1.420528040191e-10       3.595425804221e-15       1.250840750501e-16 
 1080       1.424466389251e-10       3.582387860984e-15       1.182358552970e-16 
 1081       1.428458362977e-10       3.569407476861e-15       1.115600830985e-16 
 1082       1.432500564744e-10       3.556484283272e-15       1.050594296745e-16 
 1083       1.436589571337e-10       3.543617905832e-15       9.873658015542e-17 
 1084       1.440721932889e-10       3.530807964337e-15       9.259423361064e-17 
 1085       1.444894172817e-10       3.518054072745e-15       8.663510307522e-17 
 1086       1.449102787762e-10       3.505355839161e-15       8.086191557759e-17 
 1087       1.453344247523e-10       3.492712865820e-15       7.527741216691e-17 
 1088       1.457614995000e-10       3.480124749071e-15       6.988434794048e-17 
 1089       1.461911446124e-10       3.467591079362e-15       6.468549207115e-17 
 1090       1.466230200068e-10       3.455111483841e-15       5.968235412533e-17 
 1091       1.470568673059e-10       3.442685754821e-15       5.487134426545e-17 
 1092       1.474924472936e-10       3.430313723009e-15       5.024756162870e-17 
 1093       1.479295189612e-10       3.417995215022e-15       4.580606326755e-17 
 1094       1.483678395032e-10       3.405730053384e-15       4.154186404869e-17 
 1095       1.488071643133e-10       3.393518056509e-15       3.744993655186e-17 
 1096       1.492472469805e-10       3.381359038691e-15       3.352521096877e-17 
 1097       1.496878392845e-10       3.369252810088e-15       2.976257500198e-17 
 1098       1.501286911917e-10       3.357199176717e-15       2.615687376376e-17 
 1099       1.505695508516e-10       3.345197940435e-15       2.270290967499e-17 
 1100       1.510101645918e-10       3.333248898931e-15       1.939544236406e-17 
 1101       1.514502769146e-10       3.321351845714e-15       1.622918856570e-17 
 1102       1.518896304926e-10       3.309506570099e-15       1.319882201994e-17 
 1103       1.523279661643e-10       3.297712857194e-15       1.029897337093e-17 
 1104       1.527650229307e-10       3.285970487892e-15       7.524230065839e-18 
 1105       1.532005379503e-10       3.274279238857e-15       4.869136253771e-18 
 1106       1.536342465356e-10       3.262638882510e-15       2.328192684605e-18 
 1107       1.540658821488e-10       3.251049187019e-15      -1.041433920980e-19 
 1108       1.544951763976e-10       3.239509916287e-15      -2.433458328216e-18 
 1109       1.549218590311e-10       3.228020829940e-15      -4.665382178185e-18 
 1110       1.553456579357e-10       3.216581683314e-15      -6.805588800110e-18 
 1111       1.557662991310e-10       3.205192227444e-15      -8.859795956887e-18 
 1112       1.561835067656e-10       3.193852209049e-15      -1.083376541732e-17 
 1113       1.565970031131e-10       3.182561370526e-15      -1.273330305722e-17 
 1114       1.570065085677e-10       3.171319449932e-15      -1.456425896056e-17 
 1115       1.574117416404e-10       3.160126180975e-15      -1.633252752056e-17 
 1116       1.578124189549e-10       3.148981293001e-15      -1.804404754079e-17 
 1117       1.582082552429e-10       3.137884510982e-15      -1.970480233633e-17 
 1118       1.585989633408e-10       3.126835555505e-15      -2.132081983486e-17 
 1119       1.589842541849e-10       3.115834142758e-15      -2.289817267777e-17 
 1120       1.593638368077e-10       3.104879984520e-15      -2.444297832131e-17 
 1121       1.597374183335e-10       3.093972788148e-15      -2.596139913765e-17 
 1122       1.601047039743e-10       3.083112256564e-15      -2.745964251607e-17 
 1123       1.604653970260e-10       3.072298088245e-15      -2.894396096399e-17 
 1124       1.608191988638e-10       3.061529977209e-15      -3.042065220817e-17 
 1125       1.611658089384e-10       3.050807613006e-15      -3.189605929578e-17 
 1126       1.615049247719e-10       3.040130680700e-15      -3.337657069550e-17 
 1127       1.618362419532e-10       3.029498860864e-15      -3.486862039871e-17 
 1128       1.621594541347e-10       3.018911829564e-15      -3.637868802051e-17 
 1129       1.624742897295e-10       3.008369291106e-15      -3.791167547395e-17 
 1130       1.627806225352e-10       2.997871076774e-15      -3.946601378318e-17 
 1131       1.630783625339e-10       2.987417047344e-15      -4.103849313475e-17 
 1132       1.633674193196e-10       2.977007060437e-15      -4.262588050882e-17 
 1133       1.636477020974e-10       2.966640970507e-15      -4.422491962762e-17 
 1134       1.639191196829e-10       2.956318628832e-15      -4.583233090384e-17 
 1135       1.641815805013e-10       2.946039883508e-15      -4.744481138908e-17 
 1136       1.644349925870e-10       2.935804579436e-15      -4.905903472224e-17 
 1137       1.646792635827e-10       2.925612558314e-15      -5.067165107792e-17 
 1138       1.649143007389e-10       2.915463658632e-15      -5.227928711487e-17 
 1139       1.651400109131e-10       2.905357715658e-15      -5.387854592440e-17 
 1140       1.653563005694e-10       2.895294561430e-15      -5.546600697878e-17 
 1141       1.655630757771e-10       2.885274024750e-15      -5.703822607966e-17 
 1142       1.657602422111e-10       2.875295931172e-15      -5.859173530648e-17 
 1143       1.659477051504e-10       2.865360102995e-15      -6.012304296492e-17 
 1144       1.661253694775e-10       2.855466359251e-15      -6.162863353525e-17 
 1145       1.662931396783e-10       2.845614515702e-15      -6.310496762081e-17 
 1146       1.664509198407e-10       2.835804384823e-15      -6.454848189641e-17 
 1147       1.665986136545e-10       2.826035775800e-15      -6.595558905672e-17 
 1148       1.667361244104e-10       2.816308494517e-15      -6.732267776469e-17 
 1149       1.668633549993e-10       2.806622343550e-15      -6.864611260000e-17 
 1150       1.669802079120e-10       2.796977122154e-15      -6.992223400743e-17 
 1151       1.670865852380e-10       2.787372626258e-15      -7.114735824532e-17 
 1152       1.671823886653e-10       2.777808648454e-15      -7.231777733396e-17 
 1153       1.672675194794e-10       2.768284977989e-15      -7.342975900399e-17 
 1154       1.673418785627e-10       2.758801400754e-15      -7.447954664485e-17 
 1155       1.674053663941e-10       2.749357699279e-15      -7.546335925318e-17 
 1156       1.674578830479e-10       2.739953652720e-15      -7.637739138122e-17 
 1157       1.674993281934e-10       2.730589036851e-15      -7.721781308527e-17 
 1158       1.675296010940e-10       2.721263624058e-15      -7.798076987405e-17 
 1159       1.675486006070e-10       2.711977183325e-15      -7.866238265716e-17 
 1160       1.675562251823e-10       2.702729480230e-15      -7.925874769346e-17 
 1161       1.675523728621e-10       2.693520276932e-15      -7.976593653951e-17 
 1162       1.675369412804e-10       2.684349332166e-15      -8.017999599800e-17 
 1163       1.675098276616e-10       2.675216401229e-15      -8.049694806611e-17 
 1164       1.674709288208e-10       2.666121235977e-15      -8.071278988398e-17 
 1165       1.674201411624e-10       2.657063584810e-15      -8.082349368310e-17 
 1166       1.673573606796e-10       2.648043192669e-15      -8.082500673474e-17 
 1167       1.672824829540e-10       2.639059801022e-15      -8.071325129835e-17 
 1168       1.671954343904e-10       2.630113173299e-15      -8.048513908234e-17 
 1169       1.670962663520e-10       2.621203171564e-15      -8.014162862712e-17 
 1170       1.669850622022e-10       2.612329680782e-15      -7.968470607695e-17 
 1171       1.668619061772e-10       2.603492583461e-15      -7.911637417505e-17 
 1172       1.667268833883e-10       2.594691759644e-15      -7.843865230118e-17 
 1173       1.665800798240e-10       2.585927086904e-15      -7.765357650924e-17 
 1174       1.664215823520e-10       2.577198440333e-15      -7.676319956482e-17 
 1175       1.662514787212e-10       2.568505692540e-15      -7.576959098277e-17 
